qnumq;sexe;aget;matrim;pratique;enf;activite;prof;dipl;vote;habitat;localite;revenu;region;K1
907;femme;20-29ans;En_couple;Relig_occas;avecEnfant;actif;employe;Bac;ecolo_non;collectif;GV;rev1;Mediterrannée;nature, forêt, jardin
1493;homme;20-29ans;Seul;Rrelig_non;sansEnfant;inactif;enseig_etud;prof;ecolo_oui;individuel;PTGV;rev1;Jura_Alpes;la terre entière
1600;homme;50-59ans;Seul;Rrelig_non;avecEnfant;actif;ouvrier;Cep;ecolo_oui;collectif;Ville;rev2;Nord;le bruit, la nature
336;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;cadre_lib;prof;ecolo_oui;collectif;PTGV;rev4;Seine;cadre de vie agréable, être à l'extérieur sans agressions venant de la foule des odeurs de la vie quotidienne, lieu d'habitation, lieu de travail, commerçants, banques
4199;homme;30-39ans;Seul;Rrelig_non;sansEnfant;actif;ouvrier;prof;ecolo_non;individuel;Bourg;rev2;Bretagne;la nature, ce qui est autour de nous
1788;homme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;employe;prof;ecolo_oui;individuel;Bourg;rev2;Nord;la nature
368;femme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;enseig_etud;Bac;ecolo_oui;individuel;PTGV;rev3;Seine;qualité de vie
1666;homme;50-59ans;En_couple;Relig_occas;avecEnfant;actif;cadre_lib;Supérieur;ecolo_oui;individuel;Ville;rev3;Nord;la vie quotidienne
5166;femme;60ans+;Seul;Relig_regul;avecEnfant;inactif;retraite;NOdip;ecolo_non;individuel;Bourg;rev2;S_Ouest;ce qui est autour de moi
1801;femme;60ans+;En_couple;Relig_occas;avecEnfant;inactif;retraite;Cep;ecolo_oui;individuel;Ville;RevNSP;Nord;ce que l'on a
1548;femme;20-29ans;En_couple;Rrelig_non;avecEnfant;actif;employe;Bac;ecolo_non;collectif;Ville;rev3;Nord;le cadre de vie
4204;femme;40-49ans;En_couple;Rrelig_non;sansEnfant;actif;cadre_lib;Supérieur;ecolo_oui;individuel;Bourg;rev2;Bretagne;le milieu naturel
689;femme;20-29ans;En_couple;Rrelig_non;avecEnfant;inactif;inactif;NOdip;ecolo_oui;individuel;Bourg;rev2;Mediterrannée;la maison, le jardin
1565;femme;30-39ans;Seul;Rrelig_non;sansEnfant;actif;cadre_lib;Supérieur;ecolo_oui;collectif;PGV;rev3;Nord;nature, pollution
888;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;prof;ecolo_oui;individuel;Ville;rev2;Mediterrannée;beauté, agréable, espace
2458;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;enseig_etud;Supérieur;ecolo_non;individuel;Ville;rev3;Centre;le cadre de vie, qualité de vie
4364;femme;60ans+;En_couple;Relig_occas;avecEnfant;inactif;retraite;Cep;ecolo_oui;individuel;Bourg;rev2;Bretagne;c'est un mot vague, ce qui est autour de moi, ce qui est polluant, ce qui nous rend malade
2534;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;enseig_etud;Supérieur;ecolo_oui;collectif;PGV;rev4;Centre;ressources naturelles
2107;femme;50-59ans;En_couple;Rrelig_non;avecEnfant;actif;employe;NOdip;ecolo_non;individuel;Rurv;rev2;Seine;cadre de vie général
5937;homme;50-59ans;Seul;Rrelig_non;avecEnfant;actif;agricult;prof;ecolo_non;individuel;Rural;rev2;S_BassinParis;actualité, mot à la mode
4376;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;enseig_etud;Supérieur;ecolo_oui;individuel;Bourg;rev4;Bretagne;la pureté
1655;homme;40-49ans;Seul;Rrelig_non;sansEnfant;inactif;inactif;prof;ecolo_non;collectif;Ville;rev2;Nord;la nature, écologie, le respect de la nature, la protection de la nature
1178;femme;40-49ans;En_couple;Relig_regul;avecEnfant;actif;enseig_etud;Supérieur;ecolo_non;individuel;Ville;rev3;Jura_Alpes;l'endroit où je vis, l'écologie, les personnes qui m'entoure
5391;femme;60ans+;En_couple;Relig_occas;avecEnfant;inactif;retraite;Be;ecolo_oui;individuel;Bourg;rev2;Nord;la nature, la campagne, la propreté
3174;femme;20-29ans;Seul;Rrelig_non;sansEnfant;inactif;enseig_etud;Bac;ecolo_oui;individuel;Bourg;rev3;Mediterrannée;entourage, milieu naturel
3825;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;employe;Bac;ecolo_oui;individuel;Bourg;rev3;Nord;tout ce qui nous entoure
1074;homme;20-29ans;Seul;Rrelig_non;sansEnfant;inactif;enseig_etud;Bac;ecolo_oui;collectif;GV;rev3;Mediterrannée;écologie, l'étude du milieu dans lequel l'homme évolue
450;homme;60ans+;En_couple;Rrelig_non;avecEnfant;inactif;retraite;Cep;ecolo_non;collectif;Ville;rev3;Seine;problème population, surpopulation étrangère
2902;femme;50-59ans;En_couple;Relig_occas;avecEnfant;actif;prof_interm;Be;ecolo_oui;individuel;Ville;rev3;S_BassinParis;les arbres, la verdure
3360;homme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;ouvrier;prof;ecolo_oui;individuel;Bourg;RevNSP;Jura_Alpes;la nature, la vie quotidienne
5142;homme;60ans+;En_couple;Relig_regul;avecEnfant;inactif;retraite;Bac;ecolo_oui;individuel;Rurv;rev3;S_Ouest;la campagne aux alentours
5003;femme;30-39ans;Seul;Rrelig_non;avecEnfant;actif;ouvrier;prof;ecolo_oui;individuel;Bourg;rev2;S_Ouest;foule, bruit, espaces verts, nature, tout ce qui m'entoure
7;homme;30-39ans;Seul;Relig_occas;sansEnfant;actif;cadre_lib;Supérieur;ecolo_oui;collectif;TGV;rev3;Seine;un grand thème de débats
2090;homme;60ans+;En_couple;Rrelig_non;avecEnfant;inactif;retraite;NOdip;ecolo_oui;individuel;Bourg;rev3;Seine;le voisinage, la proximité des villes, le pays, la région
2554;femme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;commerc;prof;ecolo_non;individuel;Rural;rev4;Bretagne;nature, promenade,la mer, marche à pied
5452;homme;60ans+;En_couple;Relig_occas;avecEnfant;inactif;retraite;Bac;ecolo_non;individuel;Bourg;rev3;Nord;la nature, les arbres, les champs, les lacs, les montagnes
2650;femme;60ans+;En_couple;Relig_occas;avecEnfant;inactif;retraite;Cep;ecolo_oui;collectif;Ville;rev3;Bretagne;c'est mon quartier, la campagne, les champs, la tranquillité, la propreté, l'entretien
31;homme;40-49ans;Seul;Rrelig_non;avecEnfant;actif;cadre_lib;Supérieur;ecolo_oui;collectif;TGV;rev3;Seine;nature, architecture, qualité de vie
1875;homme;60ans+;En_couple;Relig_regul;avecEnfant;actif;prof_interm;prof;ecolo_oui;individuel;PTGV;rev3;Nord;endroit où on vit, cadre de vie, pollution
4044;femme;20-29ans;Seul;Rrelig_non;sansEnfant;inactif;enseig_etud;Supérieur;ecolo_non;individuel;Rurv;RevNSP;Bretagne;nature, protection
4094;homme;60ans+;En_couple;Rrelig_non;avecEnfant;inactif;retraite;Be;ecolo_non;individuel;Rurv;rev3;Bretagne;c'est la chose de tous les jours, les bruits, l'écologie
3717;homme;30-39ans;En_couple;Rrelig_non;sansEnfant;actif;ouvrier;Bac;ecolo_non;individuel;Bourg;rev3;Mediterrannée;quelque chose d'important et de complexe
4720;femme;50-59ans;En_couple;Relig_occas;avecEnfant;inactif;inactif;NOdip;ecolo_oui;individuel;Bourg;rev2;S_BassinParis;la nature, ce qui nous entoure
1116;homme;60ans+;En_couple;Rrelig_non;avecEnfant;inactif;retraite;NOdip;ecolo_oui;collectif;Bourg;rev2;Jura_Alpes;le bruit, la pollution
2220;femme;60ans+;Seul;Relig_occas;avecEnfant;inactif;retraite;Bac;ecolo_non;individuel;Bourg;rev3;S_Ouest;c'est vital
5139;homme;20-29ans;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;prof;ecolo_oui;individuel;Bourg;rev2;S_Ouest;la nature, les bois, les ruisseaux
3889;femme;60ans+;En_couple;Relig_occas;avecEnfant;actif;employe;prof;ecolo_non;individuel;Bourg;rev3;Nord;nature, voisinage, pollution, déchets, tranquillité
3407;femme;60ans+;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;Supérieur;ecolo_oui;individuel;Bourg;rev3;Jura_Alpes;les oiseaux, les arbres, la campagne
5757;homme;40-49ans;En_couple;Relig_occas;sansEnfant;actif;prof_interm;Be;ecolo_non;individuel;Bourg;rev3;Centre;qualité de vie
484;homme;50-59ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;prof;ecolo_non;collectif;PTGV;rev3;Seine;ensemble de ce qui entoure le logement principal
1934;femme;20-29ans;Seul;Rrelig_non;sansEnfant;inactif;enseig_etud;Bac;ecolo_oui;individuel;Bourg;RevNSP;Nord;la nature
3808;homme;60ans+;En_couple;Relig_occas;avecEnfant;actif;enseig_etud;Supérieur;ecolo_oui;individuel;Bourg;rev3;Nord;les verts
1804;femme;50-59ans;En_couple;Relig_occas;avecEnfant;inactif;inactif;Bac;ecolo_non;individuel;Ville;rev2;Nord;ce qui m'entoure, le voisinage, la propreté de la ville et du quartier,
5304;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;cadre_lib;Supérieur;ecolo_oui;individuel;Rural;rev4;S_Ouest;bonheur de vivre, le plaisir de vivre
5808;femme;20-29ans;Seul;Relig_occas;sansEnfant;inactif;inactif;Supérieur;ecolo_non;individuel;Bourg;rev4;S_BassinParis;l'eau, la santé, la terre
4951;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;inactif;inactif;prof;ecolo_oui;collectif;Bourg;rev3;S_Ouest;la nature, les amis, les distractions
2829;femme;50-59ans;En_couple;Rrelig_non;sansEnfant;actif;commerc;Cep;ecolo_oui;individuel;GV;rev2;S_BassinParis;le cadre de vie
1544;homme;60ans+;En_couple;Relig_occas;avecEnfant;actif;prof_interm;Supérieur;ecolo_oui;individuel;Bourg;rev4;Nord;l'écologie
4497;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;Be;ecolo_non;individuel;Bourg;rev2;Bretagne;la nature
5910;homme;60ans+;En_couple;Relig_occas;avecEnfant;inactif;retraite;NOdip;ecolo_non;individuel;Bourg;rev3;S_BassinParis;éviter le pollution
2451;femme;40-49ans;En_couple;Relig_occas;avecEnfant;inactif;inactif;Bac;ecolo_non;individuel;Ville;rev4;Centre;nature, calme, propreté
4206;femme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;agricult;Cep;ecolo_oui;individuel;Rurv;rev3;Bretagne;la vie autour de moi
1307;femme;40-49ans;Seul;Relig_occas;avecEnfant;actif;prof_interm;Supérieur;ecolo_oui;individuel;Ville;rev3;Jura_Alpes;les arbres, l'eau, les fleurs, les forêts, la nature en général
3214;femme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;employe;prof;ecolo_oui;individuel;Rural;rev2;Mediterrannée;la nature
3148;homme;40-49ans;En_couple;Rrelig_non;sansEnfant;actif;ouvrier;Cep;ecolo_non;individuel;Bourg;rev2;Mediterrannée;la nature
1905;homme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;enseig_etud;Bac;ecolo_non;individuel;Bourg;rev2;Nord;nature, les gens
2499;femme;60ans+;Seul;Relig_regul;avecEnfant;inactif;retraite;Be;ecolo_oui;individuel;Bourg;RevNSP;Centre;ce qui nous entoure, autour de chez moi
3593;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;prof;ecolo_non;individuel;Bourg;rev2;Jura_Alpes;l'endroit où j'aime bien me trouver pour vivre dans les meilleures conditions
4061;homme;50-59ans;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;Cep;ecolo_oui;individuel;Bourg;rev4;Bretagne;nature
3661;homme;60ans+;En_couple;Relig_occas;avecEnfant;inactif;retraite;NOdip;ecolo_non;individuel;Bourg;rev2;Mediterrannée;tout ce qui vit autour de nous
5150;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;employe;prof;ecolo_non;individuel;Rural;rev3;S_Ouest;tchernobyl
1659;femme;60ans+;En_couple;Rrelig_non;avecEnfant;actif;enseig_etud;Supérieur;ecolo_oui;individuel;Ville;rev3;Nord;plein de choses, cadre de vie, ce qui nous entoure, protection de la nature
2835;femme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;enseig_etud;Supérieur;ecolo_non;collectif;GV;rev4;Seine;qualité de vie
3600;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;inactif;inactif;prof;ecolo_non;individuel;Bourg;rev2;Jura_Alpes;tout ce qui est autour de moi
5617;homme;30-39ans;Seul;Rrelig_non;avecEnfant;actif;ouvrier;prof;ecolo_non;individuel;Bourg;rev2;Centre;la nature, tout ce qui m'entoure
5420;homme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;enseig_etud;Supérieur;ecolo_non;individuel;Bourg;rev4;Nord;nature, calme, bien être, sociabilité
3244;homme;60ans+;En_couple;Relig_occas;avecEnfant;inactif;retraite;Cep;ecolo_oui;individuel;Rurv;rev2;Jura_Alpes;tout, la campagne, la façon de vivre
4708;femme;30-39ans;En_couple;Relig_regul;avecEnfant;actif;agricult;prof;ecolo_non;individuel;Bourg;rev2;S_BassinParis;cadre de vie sain
4746;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;enseig_etud;Supérieur;ecolo_oui;individuel;Bourg;rev3;Seine;la nature
1427;femme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;Bac;ecolo_oui;collectif;TGV;rev3;Jura_Alpes;la nature
4723;homme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;agricult;prof;ecolo_non;individuel;Bourg;rev2;S_BassinParis;la nature, les espaces pas trop pollués, le calme
4820;femme;30-39ans;En_couple;Relig_regul;avecEnfant;inactif;inactif;Be;ecolo_oui;individuel;Bourg;rev2;Seine;collectivité
208;homme;50-59ans;En_couple;Relig_regul;avecEnfant;actif;cadre_lib;prof;ecolo_non;individuel;PGV;rev4;Seine;la nature
2287;femme;40-49ans;En_couple;Rrelig_non;avecEnfant;inactif;inactif;Bac;ecolo_oui;individuel;PGV;rev4;S_Ouest;quelque chose qu'il faut respecter, atteindre un équilibre
5313;femme;20-29ans;Seul;Relig_regul;sansEnfant;actif;employe;Bac;ecolo_oui;individuel;Rurv;rev3;S_Ouest;chez moi
3962;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;prof;ecolo_non;individuel;Bourg;rev2;Bretagne;cadre de vie
2546;femme;50-59ans;En_couple;Relig_regul;avecEnfant;chomeur;inactif;NOdip;ecolo_oui;individuel;Ville;rev2;Bretagne;la nature, le bon air, les vacances
10;femme;60ans+;Seul;Relig_regul;sansEnfant;actif;cadre_lib;Supérieur;ecolo_non;collectif;TGV;rev3;Seine;la campagne
779;femme;60ans+;En_couple;Rrelig_non;avecEnfant;chomeur;inactif;prof;ecolo_oui;individuel;Ville;RevNSP;Mediterrannée;l'espace
3560;femme;60ans+;En_couple;Relig_occas;avecEnfant;inactif;retraite;Supérieur;ecolo_oui;individuel;Bourg;rev2;Jura_Alpes;tout ce qui nous entoure
5797;femme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;employe;prof;ecolo_non;individuel;Rurv;RevNSP;Centre;le lieu où l'on vit
896;homme;50-59ans;En_couple;Relig_occas;avecEnfant;inactif;retraite;Cep;ecolo_non;collectif;PGV;rev2;Mediterrannée;des jardins, pas d'immeubles, des arbres
4336;homme;20-29ans;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;prof;ecolo_oui;individuel;Rurv;rev2;Bretagne;pollution
2948;femme;60ans+;Seul;Relig_occas;avecEnfant;inactif;inactif;NOdip;ecolo_non;individuel;Ville;rev2;S_BassinParis;tout ce qui est autour de moi
4759;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;Supérieur;ecolo_non;individuel;Bourg;rev4;Seine;pureté, absence de pollution
548;homme;40-49ans;En_couple;Relig_regul;avecEnfant;actif;cadre_lib;Supérieur;ecolo_oui;individuel;PTGV;rev4;Seine;pollution, qualité de vie, respect de la nature, gens un peu utopistes
1015;femme;50-59ans;En_couple;Rrelig_non;avecEnfant;actif;cadre_lib;Supérieur;ecolo_oui;collectif;Ville;rev4;Mediterrannée;mon cadre de vie
5265;homme;60ans+;Seul;Relig_regul;avecEnfant;inactif;retraite;Bac;ecolo_oui;collectif;Rurv;rev4;S_Ouest;les gens, ma maison
5237;femme;60ans+;En_couple;Relig_regul;avecEnfant;inactif;retraite;Supérieur;ecolo_non;individuel;Bourg;RevNSP;S_Ouest;entourage
1770;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;Be;ecolo_oui;individuel;Ville;rev3;Nord;cadre de vie
5664;femme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;prof_interm;Bac;ecolo_non;individuel;Rurv;rev3;Centre;écologie, bien être, protection de la nature
2701;femme;60ans+;En_couple;Rrelig_non;avecEnfant;actif;enseig_etud;Supérieur;ecolo_non;individuel;Rurv;rev4;Bretagne;cadre de vie
3618;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;employe;Supérieur;ecolo_non;individuel;Rurv;rev2;Jura_Alpes;la nature, la protection
5612;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;cadre_lib;Supérieur;ecolo_oui;individuel;Bourg;rev3;Centre;nature
1869;femme;20-29ans;Seul;Rrelig_non;sansEnfant;actif;cadre_lib;Supérieur;ecolo_non;collectif;PTGV;rev3;Nord;contexte, cadre de vie
4113;homme;50-59ans;En_couple;Relig_occas;avecEnfant;actif;agricult;Cep;ecolo_oui;individuel;Rural;rev2;Bretagne;tout ce qui est à côté de chez moi, le cadre où on vit, la nature
3719;homme;60ans+;Seul;Relig_occas;sansEnfant;inactif;retraite;prof;ecolo_oui;individuel;Bourg;rev2;Mediterrannée;la joie de vivre
3674;femme;40-49ans;En_couple;Relig_regul;avecEnfant;actif;cadre_lib;Supérieur;ecolo_non;individuel;Bourg;rev4;Mediterrannée;la qualité de ce qu'entoure mon lieu principal d'habitation, la nature
2198;femme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;ouvrier;Be;ecolo_non;individuel;Bourg;rev3;Bretagne;la nature
1991;femme;20-29ans;Seul;Rrelig_non;sansEnfant;chomeur;inactif;Cep;ecolo_oui;individuel;Ville;rev3;Nord;c'est le cadre de vie géographique et culturel
2736;homme;20-29ans;En_couple;Rrelig_non;sansEnfant;actif;cadre_lib;Supérieur;ecolo_non;collectif;GV;rev3;Bretagne;la qualité de vie, l'hygienne de vie, l'espace vert, les loisirs
2719;homme;60ans+;En_couple;Relig_occas;avecEnfant;inactif;retraite;prof;ecolo_non;collectif;PTGV;rev3;Bretagne;les alentours, ce qu'on respire
2959;femme;60ans+;En_couple;Rrelig_non;avecEnfant;chomeur;inactif;prof;ecolo_oui;collectif;Bourg;rev2;S_BassinParis;les alentours, la nature
4142;homme;20-29ans;Seul;Rrelig_non;sansEnfant;inactif;inactif;Bac;ecolo_oui;individuel;Rurv;rev2;Bretagne;flore, faune, humain
338;homme;50-59ans;En_couple;Relig_regul;avecEnfant;actif;cadre_lib;Supérieur;ecolo_non;individuel;PTGV;rev4;Seine;un mot mal utilisé un peu à toutes les sauces
4565;homme;50-59ans;En_couple;Relig_regul;avecEnfant;actif;prof_interm;Cep;ecolo_non;individuel;Rurv;rev3;Bretagne;dégradation de la nature
3045;femme;60ans+;En_couple;Relig_regul;avecEnfant;inactif;inactif;Be;ecolo_non;collectif;Bourg;rev4;Seine;nature, grand air, vie au soleil, espace
1578;homme;60ans+;En_couple;Relig_regul;avecEnfant;actif;cadre_lib;Supérieur;ecolo_non;collectif;GV;rev4;Nord;équilibre entre l'homme et ce qui l'entoure, l'harmonie
1594;homme;50-59ans;En_couple;Relig_regul;avecEnfant;actif;prof_interm;prof;ecolo_non;individuel;PGV;rev3;Nord;la nature, qualité de vie
2169;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;Bac;ecolo_non;individuel;Bourg;rev3;Bretagne;cadre de vie
4971;femme;60ans+;En_couple;Relig_occas;avecEnfant;chomeur;inactif;prof;ecolo_oui;individuel;Rurv;rev2;S_Ouest;la campagne, la verdure, la propreté
1564;femme;30-39ans;Seul;Rrelig_non;sansEnfant;actif;prof_interm;Supérieur;ecolo_non;collectif;Ville;rev2;Nord;verdure, nature, espace de vie
3743;homme;20-29ans;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;Be;ecolo_non;individuel;Bourg;RevNSP;Centre;ce qui constitue mon entourage
4994;homme;40-49ans;En_couple;Relig_regul;avecEnfant;actif;commerc;Bac;ecolo_oui;individuel;Bourg;rev4;S_Ouest;endroit où on aime vivre
5453;femme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;employe;Be;ecolo_oui;individuel;Bourg;rev3;Nord;la campagne
1987;homme;50-59ans;En_couple;Rrelig_non;avecEnfant;chomeur;inactif;NOdip;ecolo_oui;individuel;Ville;rev1;Nord;ce qui est autour de nous, autour du logement
98;femme;30-39ans;Seul;Rrelig_non;sansEnfant;actif;prof_interm;Supérieur;ecolo_oui;collectif;TGV;rev2;Seine;ce qui m'entoure, le lieu où je vis, les endroits où je me déplace, la circulation, la nature, le cadre de vie, le problème de pollution
1303;homme;60ans+;En_couple;Rrelig_non;avecEnfant;inactif;retraite;Cep;ecolo_non;collectif;Ville;rev2;Jura_Alpes;ce qui nous entoure
2467;femme;40-49ans;En_couple;Relig_occas;avecEnfant;inactif;inactif;Cep;ecolo_non;collectif;Ville;rev3;Centre;la pollution
4007;homme;40-49ans;En_couple;Relig_regul;avecEnfant;actif;cadre_lib;prof;ecolo_non;individuel;Bourg;rev3;Bretagne;ce qui m'entoure
4831;femme;20-29ans;En_couple;Relig_occas;avecEnfant;actif;employe;prof;ecolo_oui;individuel;Rurv;rev3;Seine;la nature, la pollution
5726;femme;30-39ans;En_couple;Relig_occas;sansEnfant;inactif;inactif;NOdip;ecolo_non;individuel;Bourg;rev3;Centre;ce qui est autour de nous, les gens, le paysage
5071;homme;60ans+;Seul;Relig_regul;avecEnfant;inactif;retraite;Bac;ecolo_non;individuel;Rural;rev3;S_Ouest;nature, animaux, la vie autour de soi
964;femme;50-59ans;En_couple;Rrelig_non;avecEnfant;actif;employe;prof;ecolo_oui;individuel;TGV;rev3;Mediterrannée;les gens qui nous entourent, les paysages
2605;femme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;agricult;Cep;ecolo_oui;individuel;Rural;rev2;Bretagne;la nature, ce qui entoure
5892;homme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;ouvrier;NOdip;ecolo_oui;individuel;Bourg;rev2;S_BassinParis;c'est vaste, c'est tout ce qui se passe aux alentours
3035;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;employe;prof;ecolo_non;individuel;Bourg;rev3;Seine;la nature
419;femme;20-29ans;Seul;Rrelig_non;sansEnfant;actif;prof_interm;Supérieur;ecolo_non;collectif;PTGV;rev2;Seine;la nature, la campagne, la mer
3511;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;commerc;prof;ecolo_non;individuel;Bourg;rev3;Jura_Alpes;espace de vie, bien être
2941;femme;60ans+;Seul;Relig_regul;avecEnfant;actif;agricult;Bac;ecolo_non;individuel;Rural;rev3;S_BassinParis;entourage du cadre de vie
2201;homme;40-49ans;En_couple;Rrelig_non;sansEnfant;actif;ouvrier;Cep;ecolo_non;individuel;Bourg;rev3;Bretagne;la nature
5060;homme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;agricult;prof;ecolo_oui;individuel;Rural;rev2;S_Ouest;la nature
1982;homme;40-49ans;Seul;Rrelig_non;avecEnfant;actif;ouvrier;prof;ecolo_non;individuel;Ville;rev2;Nord;les alentours de mon logement
4838;femme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;prof_interm;Bac;ecolo_oui;individuel;Bourg;rev3;Seine;espace, liberté, amis
24;homme;60ans+;En_couple;Rrelig_non;avecEnfant;actif;cadre_lib;Supérieur;ecolo_oui;collectif;TGV;rev4;Seine;qualité de vie
3517;homme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;prof_interm;prof;ecolo_non;individuel;Bourg;rev3;Jura_Alpes;les environs, la nature, la liberté
3773;femme;50-59ans;En_couple;Rrelig_non;sansEnfant;inactif;inactif;Cep;ecolo_non;individuel;Bourg;rev2;S_BassinParis;cadre qui m'entoure
4899;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;prof;ecolo_non;individuel;Bourg;rev3;Seine;la nature
1117;femme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;employe;prof;ecolo_oui;individuel;Rural;rev3;Jura_Alpes;la nature, le calme
5110;femme;60ans+;En_couple;Rrelig_non;avecEnfant;inactif;retraite;Cep;ecolo_non;individuel;Rurv;RevNSP;S_Ouest;le calme dans la nature
1644;homme;60ans+;En_couple;Relig_regul;avecEnfant;inactif;retraite;Be;ecolo_non;collectif;Bourg;rev2;Nord;être bien dans son coin, on aime vivre dans son secteur mais malheureusement on abime l'environnement, la nature, les gens
4745;femme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;prof_interm;Supérieur;ecolo_oui;individuel;Rural;rev3;Seine;ce qui nous entoure, la famille, les amis, son lieu de vie, le travail
4841;homme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;prof_interm;Bac;ecolo_oui;individuel;Bourg;rev3;Seine;cadre de vie
3685;homme;30-39ans;Seul;Rrelig_non;avecEnfant;actif;enseig_etud;Supérieur;ecolo_non;individuel;Rural;rev3;Mediterrannée;tranquillité, campagne, amitié
4474;femme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;prof_interm;Be;ecolo_non;individuel;Rurv;rev3;Bretagne;ma famille, mes amis, la nature
810;homme;20-29ans;Seul;Rrelig_non;sansEnfant;inactif;enseig_etud;Supérieur;ecolo_oui;individuel;GV;rev3;Mediterrannée;cadre agréable, non pollué
3140;homme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;agricult;Bac;ecolo_non;individuel;Bourg;rev2;Mediterrannée;tout ce qui m'entoure
576;homme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;cadre_lib;Supérieur;ecolo_oui;individuel;PTGV;rev4;Seine;avenir c'est le premier problème à régler
1662;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;commerc;prof;ecolo_oui;individuel;Bourg;rev3;Nord;la nature, quelque chose d'agréable à vivre, le pratique, pas de nuisances entre voisins, que tout le monde s'entende bien
2188;femme;60ans+;Seul;Relig_occas;avecEnfant;inactif;retraite;Cep;ecolo_oui;collectif;PGV;rev2;Bretagne;ce que je vois de ma fenêtre, ce que je vois en sortant de chez moi
4900;femme;20-29ans;En_couple;Relig_occas;avecEnfant;actif;cadre_lib;prof;ecolo_non;individuel;Bourg;rev2;Seine;nature, liberté
2186;femme;20-29ans;En_couple;Rrelig_non;avecEnfant;actif;employe;prof;ecolo_oui;collectif;GV;rev3;Bretagne;assez éloigné de chez moi
3663;homme;30-39ans;En_couple;Relig_regul;avecEnfant;actif;agricult;Supérieur;ecolo_non;individuel;Bourg;rev2;Mediterrannée;sauvegarde du patrimoine humain collectif
4557;homme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;agricult;prof;ecolo_oui;individuel;Rurv;rev2;Bretagne;la nature, la pollution
3976;femme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;employe;Bac;ecolo_oui;individuel;Rurv;RevNSP;Bretagne;endroit où on vit, se promener
738;femme;30-39ans;Seul;Rrelig_non;avecEnfant;actif;employe;Bac;ecolo_oui;individuel;Bourg;rev1;Mediterrannée;ce qui m'entoure
